5, 5, -0.5, 0.5787883013986885
5, 5, 0, 0.5611233370694038
5, 5, 0.5, 0.6321959350440949
5, 10, -0.5, 6.829453866287032
5, 10, 0, 6.979853981834623
5, 10, 0.5, 6.69587360193924
5, 15, -0.5, 51.01943594125867
5, 15, 0, 34.3985942955686
5, 15, 0.5, 41.21696813076727
10, 5, -0.5, 0.8013616541299129
10, 5, 0, 0.9642614512169274
10, 5, 0.5, 0.7917308063876831
10, 10, -0.5, 8.20470913849465
10, 10, 0, 7.887082387861277
10, 10, 0.5, 7.2107379244227445
10, 15, -0.5, 41.756466948826066
10, 15, 0, 42.164055160222276
10, 15, 0.5, 45.743150914153226
15, 5, -0.5, 0.9178073850306205
15, 5, 0, 0.9150311609153761
15, 5, 0.5, 0.7340797697008767
15, 10, -0.5, 8.429844051562348
15, 10, 0, 8.761497523975713
15, 10, 0.5, 8.812018820181727
15, 15, -0.5, 42.64863879093883
15, 15, 0, 35.95754318206696
15, 15, 0.5, 46.19138630298967
